-39266,-42017,-46198,-80143,-7229,-9238,-8789,-9630,-14510,-9569,-7498,-6176,-4635,-8031,-11383,-8532,-10487,-9975,-11822,-12164,-13144
-39451,-41721,-46001,-80138,-6968,-9056,-8712,-9897,-14384,-9404,-7712,-6254,-5093,-7986,-11406,-8595,-10193,-10041,-11559,-11855,-13211
-39400,-41338,-45548,-79892,-6872,-9125,-9250,-10115,-14413,-9342,-7825,-6203,-5521,-7998,-11624,-8593,-9906,-9901,-11719,-11536,-12974
-39392,-41004,-45348,-79746,-6337,-9253,-9457,-9954,-14470,-9006,-7889,-6589,-5675,-7964,-11798,-8631,-9914,-9962,-11730,-11560,-12889
-39245,-40741,-45171,-79756,-6122,-9296,-9607,-10004,-14264,-9431,-7907,-6838,-5657,-7851,-11780,-8608,-10054,-9625,-11935,-11536,-12528
-39026,-40452,-44774,-79602,-6023,-9522,-9793,-10023,-14214,-9640,-7687,-6913,-5617,-7554,-11721,-8578,-9805,-9656,-11798,-11625,-12427
-38996,-40230,-44959,-79344,-5801,-9501,-9943,-10330,-14006,-9947,-7612,-7043,-5449,-7464,-11806,-8508,-10164,-9809,-11726,-11536,-12219
-38734,-40072,-44722,-79114,-5807,-9586,-9722,-10294,-14099,-10192,-7323,-6996,-5183,-7075,-11445,-8788,-10322,-9938,-11314,-11752,-12235
-38386,-40403,-44746,-79085,-5715,-9917,-9831,-10702,-14219,-10535,-7369,-7250,-5095,-7003,-11566,-8786,-10711,-10077,-10949,-11898,-12101
-38055,-40398,-44924,-79171,-5944,-10081,-9663,-11092,-14747,-10571,-7352,-6980,-4913,-6913,-11437,-9079,-10938,-10387,-10723,-11615,-12144
-37771,-40572,-44992,-79496,-6437,-10146,-9631,-11363,-14919,-10515,-7593,-6644,-4831,-6927,-11634,-9134,-10869,-10393,-10714,-11438,-12012
-37627,-40935,-45172,-80022,-6780,-10199,-9645,-11069,-15142,-10325,-7746,-6700,-4901,-6755,-11720,-9445,-11117,-10609,-10932,-11251,-11950
-37389,-40923,-45149,-80410,-7013,-10313,-9542,-10619,-15406,-10201,-7872,-7024,-4866,-6905,-11566,-9781,-11239,-10538,-11284,-11367,-11898
-37115,-40994,-45355,-80895,-6914,-10458,-9785,-10183,-15286,-9963,-8073,-7403,-4964,-6898,-11657,-10039,-11520,-10592,-11675,-11325,-11627
-37093,-40877,-45321,-81136,-6642,-10563,-9716,-9978,-15031,-9900,-8084,-7885,-5122,-7143,-11592,-10197,-11522,-10637,-11835,-11404,-11556
-36889,-40932,-45224,-81245,-6209,-10545,-9556,-10001,-14599,-9966,-8304,-8277,-5339,-7175,-12032,-10263,-11390,-10735,-11831,-11603,-11464
-36886,-40794,-45167,-81422,-5791,-10944,-9709,-9992,-14096,-10227,-8201,-8410,-5725,-7196,-12184,-10561,-11274,-10991,-11813,-11913,-11521
-36863,-40788,-45095,-81510,-5813,-11134,-9865,-10140,-13703,-10274,-8230,-8333,-5587,-7394,-12368,-10424,-11607,-10955,-11724,-12228,-11634
-37216,-40929,-45335,-81565,-6258,-11135,-10089,-10167,-13508,-10699,-8382,-8305,-5553,-7913,-12389,-10359,-12011,-10820,-11911,-12573,-11615
-37278,-41181,-45520,-81574,-6908,-10966,-10300,-10149,-13762,-10875,-8405,-8188,-5552,-8385,-12646,-10374,-12536,-11019,-12164,-12616,-11675
-37232,-41474,-45401,-81343,-7077,-10956,-10660,-10164,-14474,-10883,-8365,-7956,-5688,-8895,-12591,-10098,-13090,-10958,-12521,-12794,-11821
-37130,-41609,-45256,-81261,-7397,-10962,-10851,-10228,-14854,-10959,-8408,-7924,-6003,-9347,-12730,-9996,-13199,-11206,-12627,-12801,-11749
-36976,-41890,-45517,-81431,-7525,-10997,-10973,-10360,-15185,-11002,-8819,-8128,-6179,-9755,-12701,-10093,-12970,-11646,-13042,-12863,-11765
-37252,-41759,-45536,-81205,-7609,-11142,-10967,-10530,-15273,-10865,-9041,-8134,-6335,-9923,-12846,-10110,-12618,-11914,-13357,-12686,-11904
-37541,-41892,-45664,-81343,-7437,-10945,-10775,-10369,-15360,-10850,-9268,-8383,-6331,-10077,-12688,-10512,-11967,-11904,-13550,-12729,-11874
-37751,-42019,-45689,-81191,-7503,-10999,-10596,-10402,-15315,-10934,-9366,-8705,-6402,-9817,-12570,-10651,-11574,-12159,-13644,-12729,-11937
-37803,-42347,-45604,-81313,-7745,-11140,-10468,-10376,-15301,-11236,-9456,-8909,-6534,-9976,-12777,-11110,-11124,-12131,-13576,-12883,-12017
-37863,-42390,-46178,-81263,-8040,-11447,-10551,-10355,-15308,-11259,-9621,-9035,-7004,-10438,-12743,-11107,-10655,-11919,-13369,-13123,-12121
-37886,-42402,-46302,-81522,-8179,-11422,-10919,-10212,-15086,-11400,-9746,-9122,-6888,-10597,-12805,-11308,-10545,-11645,-13234,-13412,-12416
-37795,-42529,-46425,-82094,-8467,-11504,-11049,-10072,-15041,-11559,-9651,-9277,-7036,-10802,-13089,-11432,-10833,-11457,-13188,-13967,-12658
-37734,-42519,-46232,-82450,-8626,-11587,-11261,-10299,-15056,-11655,-9927,-9581,-7286,-10764,-13115,-11303,-11062,-11269,-12976,-13767,-12640
-37775,-42494,-45961,-82635,-8601,-11628,-11260,-10511,-15259,-11702,-9842,-9837,-7468,-11109,-13323,-11087,-11427,-11487,-13255,-13492,-12445
-37848,-42371,-45641,-82272,-8657,-11463,-11190,-10617,-15376,-11717,-9639,-10160,-7587,-10981,-13365,-11033,-11724,-11732,-13326,-13434,-12261
-37754,-42356,-45841,-82080,-8554,-11525,-11288,-10641,-15400,-11452,-9339,-10414,-7462,-11101,-13233,-11024,-12464,-11915,-13659,-13234,-11938
-38049,-42377,-45771,-82097,-8800,-11801,-11328,-10626,-15293,-11420,-9181,-10431,-7454,-11169,-13065,-11242,-12592,-12098,-13798,-12988,-11803
-38100,-42646,-46002,-82179,-8949,-12134,-11266,-10677,-15086,-11271,-9353,-10653,-7303,-10950,-13162,-11448,-12776,-12397,-14017,-13076,-11981
-38325,-42730,-46300,-82394,-9191,-12221,-11372,-10559,-14911,-11426,-9456,-10568,-7328,-11138,-12913,-11749,-12559,-12346,-13837,-13167,-12051
-38295,-43119,-45947,-82465,-9063,-11905,-11487,-10332,-14703,-11550,-9936,-10529,-7575,-11219,-12962,-11918,-12324,-12502,-13489,-13462,-12192
-38166,-42954,-45988,-82725,-9490,-11848,-11474,-10231,-14408,-11753,-10354,-10701,-7723,-11198,-12867,-12206,-12398,-12616,-13203,-13809,-12127
-38148,-42897,-46039,-83043,-9439,-11876,-11463,-10454,-14460,-11877,-10438,-10704,-7803,-11427,-12774,-12284,-12219,-12961,-12965,-13958,-12080
-38068,-42840,-45804,-83136,-9566,-11770,-11629,-10568,-14555,-12269,-10527,-10657,-7546,-11454,-12932,-12141,-11941,-13147,-13193,-14392,-11839
-37999,-42943,-45738,-83286,-9319,-11831,-11841,-10665,-14867,-12069,-10434,-10823,-7563,-11364,-12830,-12154,-11835,-13286,-13216,-14543,-12069
-37989,-42956,-45372,-83393,-9080,-12041,-11831,-10605,-15184,-11911,-10496,-10843,-7443,-11687,-12681,-12005,-11851,-13341,-13247,-14635,-11831
-37761,-42879,-45395,-83430,-8917,-12241,-11767,-10727,-15295,-11839,-10383,-10773,-7731,-11933,-12765,-11817,-11898,-13233,-13613,-14873,-11920
-37675,-42805,-45355,-83372,-9152,-12460,-11730,-11073,-15481,-11637,-10234,-11107,-8101,-12494,-12524,-11633,-12029,-12925,-13722,-14857,-11997
